hydro_id,wasta,name,capacity,capacity_increase_2025,capacity_increase_2030,capacity_increase_2035,capacity_increase_2040,eta_turb,pump,pump_increase_2025,pump_increase_2030,pump_increase_2035,pump_increase_2040,eta_pump,technology,country,canton_id,"winter generation
RoR_Beulet,503800,Beulet,0.72,,,,,0.307692308,0,,,,,0,RoR,CH,can17,600,1600,188.2,Virtual_wn_181,NULL,292
RoR_Sauterot,503900,Sauterot,4.5,,,,,1.388888889,0,,,,,0,RoR,CH,can17,7300,15200,197,La Luette,NULL,33
RoR_Bramois (Groupes 1 a 4),504000,Bramois (Groupes 1 a 4),24,,,,,0.701754386,0,,,,,0,RoR,CH,can17,27000,54000,179.3,Virtual_wn_182,NULL,293
RoR_Bramois (Groupe 7),504100,Bramois (Groupe 7),0.4,,,,,0.028490028,0,,,,,0,RoR,CH,can17,600,1400,179.3,Virtual_wn_183,NULL,293
Pump_Cleuson (Centrale de pompage),504300,Cleuson (Centrale de pompage),0,,,,,4.06297705,4.1,,,,,5.417302733,Pump,CH,can17,0,0,119.2,Lac des Dix,Zmuttbach-Stau (+ unterird. AGB Bodmen),32
RoR_Ardon,504400,Ardon,50,,,,,1.851851852,0,,,,,0,RoR,CH,can17,28000,136000,198.1,AGB Godey,NULL,47
RoR_Balavaud,504500,Balavaud,0.45,,,,,1.136363636,0,,,,,0,RoR,CH,can17,900,1400,198.1,Virtual_wn_184,NULL,47
Pump_Stafel (Centrale de pompage),504600,Stafel (Centrale de pompage),0,,,,,4.062984934,23.4,,,,,5.417313246,Pump,CH,can17,0,0,208,Lac des Dix,Zmuttbach-Stau (+ unterird. AGB Bodmen),32
Pump_Z'Mutt (Centrale de pompage),504700,Z'Mutt (Centrale de pompage),0,,,,,4.062976622,83,,,,,5.417302163,Pump,CH,can17,0,0,208,Lac des Dix,Zmuttbach-Stau (+ unterird. AGB Bodmen),32
Pump_Ferpecle (Centrale de pompage),504800,Ferpecle (Centrale de pompage),0,,,,,4.06298244,19.5,,,,,5.41730992,Pump,CH,can17,0,0,208,Lac des Dix,Zmuttbach-Stau (+ unterird. AGB Bodmen),32
Pump_Arolla (Centrale de pompage),504900,Arolla (Centrale de pompage),0,,,,,4.062976376,43,,,,,5.417301835,Pump,CH,can17,0,0,208,Lac des Dix,Zmuttbach-Stau (+ unterird. AGB Bodmen),32
Dam_Bieudron,504950,Bieudron,1260,,,,,4.062980644,0,,,,,0,Dam,CH,can17,1260000,520000,276,Lac des Dix,NULL,32
Dam_Fionnay (Dixence),505000,Fionnay (Dixence),300,,,,,1.692610273,0,,,,,0,Dam,CH,can17,122000,52000,208,Lac des Dix,Virtual_wn_8,32
Dam_Nendaz,505100,Nendaz,384,,,,,2.37037037,0,,,,,0,Dam,CH,can17,163000,61000,208,Virtual_wn_8,NULL,32
RoR_Chanrion,505200,Chanrion,28,,,,,0.777777778,0,,,,,0,RoR,CH,can17,2400,69600,253,Virtual_wn_15,Lac de Mauvoisin,118
Dam_Fionnay (Mauvoisin),505300,Fionnay (Mauvoisin),138,,,,,1.111111111,0,,,,,0,Dam,CH,can17,184600,101200,253,Lac de Mauvoisin,Ausgleichsbecken Fionnay,118
Dam_Riddes,505400,Riddes,225,,,,,2.152426579,0,,,,,0,Dam,CH,can17,421600,246200,253,Ausgleichsbecken Fionnay,NULL,118
RoR_Champsec,505700,Champsec,5.5,,,,,2.152426786,0,,,,,0,RoR,CH,can17,1600,9000,253,Ausgleichsbecken Fionnay,NULL,118
RoR_Hospitalet,505800,Hospitalet,1.4,,,,,0.381263617,0,,,,,0,RoR,CH,can17,700,3400,222,Retenue de Hospitalet,NULL,49
Dam_Pallazuit,505900,Pallazuit,32,,,,,0.888888889,0,,,,,0,Dam,CH,can17,38000,69000,189,Lac des Toules,Ausgleichsbecken Pallazuit,50
RoR_Niollet I,506000,Niollet I,0.3,,,,,0.277777778,0,,,,,0,RoR,CH,can17,480,800,160.2,Lac de Champex (naturel),Virtual_wn_9,51
RoR_Niollet II,506050,Niollet II,1.15,,,,,1.064814815,0,,,,,0,RoR,CH,can17,2300,3700,160.2,Virtual_wn_9,NULL,51
RoR_Orsieres,506100,Orsieres,24,,,,,0.833333333,0,,,,,0,RoR,CH,can17,42600,63900,160.1,Ausgleichsbecken Pallazuit,NULL,50
RoR_Sembrancher,506300,Sembrancher,8.5,,,,,0.347222222,0,,,,,0,RoR,CH,can17,27240,29320,158.3,Virtual_wn_185,NULL,296
RoR_Martigny-Bourg,506400,Martigny-Bourg,13,,,,,0.354030501,0,,,,,0,RoR,CH,can17,36300,52900,119.1,Virtual_wn_186,NULL,297
RoR_Trient,506600,Trient,1,,,,,0.173611111,0,,,,,0,RoR,CH,can17,500,1500,250.2,Virtual_wn_13,AGB Chatelard-Village (SBB),35
Pump_Chatelard-Barberine I+II,506700,Chatelard-Barberine I+II,98,,,,,1.677724005,30,,,,,2.23696534,Pump,CH,can17,94000,54000,250.2,Lac d'Emosson,AGB Chatelard-Village (SBB),35
Dam_Chatelard Vallorcine,506800,Chatelard Vallorcine,210,,,,,1.677715437,0,,,,,0,Dam,CH,can17,255000,155000,249,Lac d'Emosson,AGB Chatelard,35
Pump_Chatelard Vallorcine (c.pomp.),507100,Chatelard Vallorcine (c.pomp.),0,,,,,1.677717916,80,,,,,2.236957222,Pump,CH,can17,0,0,249,Lac d'Emosson,AGB Chatelard,35
Dam_Vernayaz (CFF),507200,Vernayaz (CFF),92,,,,,1.468710089,0,,,,,0,Dam,CH,can17,116000,124000,250.2,AGB Chatelard-Village (SBB),NULL,35
Dam_La Batiaz,507300,La Batiaz,170,,,,,1.349206349,0,,,,,0,Dam,CH,can17,225000,190000,249,AGB Chatelard,NULL,35
Dam_Mieville,507500,Mieville,70,,,,,2.991452991,0,,,,,0,Dam,CH,can17,63200,47100,121,Lac de Salanfe,NULL,52
RoR_Aboyeu,507800,Aboyeu,3.2,,,,,1.93236715,0,,,,,0,RoR,CH,can17,3500,6800,199,Virtual_wn_187,NULL,298
RoR_Lavey,507900,Lavey,70,,,,,0.088383838,0,,,,,0,RoR,CH,can6,190000,210000,122,Virtual_wn_188,NULL,299
RoR_La Peuffeyre,508000,La Peuffeyre,22,,,,,0.925925926,0,,,,,0,RoR,CH,can6,26600,45400,158.1,Virtual_wn_189,NULL,300
RoR_Sublin II,508200,Sublin II,2.61,,,,,4.53125,0,,,,,0,RoR,CH,can6,3500,4100,230,Virtual_wn_190,NULL,301
RoR_Monthey (Vieze),508500,Monthey (Vieze),11.6,,,,,0.644444444,0,,,,,0,RoR,CH,can6,18500,36800,162,Virtual_wn_191,NULL,302
RoR_Monthey (Tine),508600,Monthey (Tine),9.4,,,,,1.740740741,0,,,,,0,RoR,CH,can6,14800,24600,162,Virtual_wn_192,NULL,302
RoR_Monthey (Commune),508650,Monthey (Commune),0.36,,,,,0.01754386,0,,,,,0,RoR,CH,can6,800,1200,266,Virtual_wn_193,NULL,304
Dam_Diablerets,508700,Diablerets,5.2,,,,,0.825396825,0,,,,,0,Dam,CH,can6,9400,5800,158.2,Arnensee,NULL,55
RoR_Pont de la Tine,508800,Pont de la Tine,5.3,,,,,0.588888889,0,,,,,0,RoR,CH,can6,14000,19600,163.1,Virtual_wn_194,NULL,305
RoR_Les Farettes,508900,Les Farettes,20.3,,,,,0.867521368,0,,,,,0,RoR,CH,can6,36000,50000,163.2,Virtual_wn_195,NULL,306
Dam_Vouvry,509000,Vouvry,7.5,,,,,2.264492754,0,,,,,0,Dam,CH,can17,3200,2920,282,Lac de Tanay,NULL,53
Pump_Veytaux,509100,Veytaux,240,240,,,,1.944444444,256,222,,,,2.592592593,Pump,CH,can6,45300,114400,124,Lac de l'Hongrin,NULL,54
RoR_Sonzier,509200,Sonzier,1.6,,,,,0.888888889,0,,,,,0,RoR,CH,can6,2000,4600,164.1,Virtual_wn_196,NULL,307
RoR_Taulan,509300,Taulan,1.2,,,,,0.490196078,0,,,,,0,RoR,CH,can6,1500,1900,164.2,Virtual_wn_197,NULL,308
RoR_Plan-Dessous,509400,Plan-Dessous,7.85,,,,,0.203790239,0,,,,,0,RoR,CH,can6,16800,10700,125,Lac Aubonne,NULL,106
RoR_Seujet,509450,Seujet,5.6,,,,,0.003840878,0,,,,,0,RoR,CH,can6,9800,10200,148.2,Virtual_wn_198,NULL,309
RoR_Verbois,509600,Verbois,98,,,,,0.04390681,0,,,,,0,RoR,CH,can6,211000,255000,148.1,Virtual_wn_199,NULL,310
RoR_Chancy-Pougny,509700,Chancy-Pougny,50,,,,,0.022401434,0,,,,,0,RoR,CH,can6,115000,130000,127,Virtual_wn_200,NULL,311
RoR_Le Chatelot-Centr. de dotation,509850,Le Chatelot-Centr. de dotation,0.95,,,,,0.131944444,0,,,,,0,RoR,CH,can5,3100,3250,167,Lac de Moron,Virtual_wn_201,62
RoR_Le Chatelot,509900,Le Chatelot,30,,,,,0.189393939,0,,,,,0,RoR,CH,can5,57000,43000,167,Virtual_wn_201,NULL,62
RoR_Refrain,510000,Refrain,11,,,,,0.132850242,0,,,,,0,RoR,CH,can3,32300,27700,190,Virtual_wn_202,NULL,313
RoR_La Goule,510100,La Goule,5,,,,,0.063131313,0,,,,,0,RoR,CH,can3,13300,11420,128,Virtual_wn_203,NULL,314
Dam_Sella,600050,Sella,1.85,,,,,0.256944444,0,,,,,0,Dam,CH,can16,2000,900,29.1,Lago di Lucendro,Virtual_wn_10,19
Dam_Airolo,600100,Airolo,58,,,,,2.301587302,0,,,,,0,Dam,CH,can16,69700,32600,224.4,Virtual_wn_10,Ausgleichsbecken Stalvedro (Airolo),19
RoR_Calcaccia,600300,Calcaccia,3.3,,,,,1.018518519,0,,,,,0,RoR,CH,can16,5000,8700,231,Bacino di compenso Airolo (nahe Segna),NULL,20
Dam_Ritom,600400,Ritom,44,,,,,1.851851852,0,,,,,0,Dam,CH,can16,84000,71000,250.1,Lago Ritom,NULL,21
RoR_Stalvedro (AET),600500,Stalvedro (AET),13,,,,,0.314009662,0,,,,,0,RoR,CH,can16,22000,33000,224.1,Ausgleichsbecken Stalvedro (Airolo),NULL,19
Pump_Tremorgio,600600,Tremorgio,10,,,,,1.736111111,0,,,,,0,Pump,CH,can16,5600,1200,224.2,Lago Tremorgio,Bacino di compenso Rodi Fiesso,22
RoR_Piottino,600800,Piottino,60,,,,,0.694444444,0,,,,,0,RoR,CH,can16,128000,172000,224.3,Bacino di compenso Rodi Fiesso,Lago di Rierna (AGB Val Ambra),22
RoR_Ticinetto,600900,Ticinetto,2.8,,,,,0.388888889,0,,,,,0,RoR,CH,can16,2500,8000,191.1,Bacino di compenso Nivo,Lago di Rierna (AGB Val Ambra),22
RoR_Biaschina,601000,Biaschina,135,,,,,0.694444444,0,,,,,0,RoR,CH,can16,142000,240000,224.4,Lago di Rierna (AGB Val Ambra),NULL,22
RoR_Luzzone,601100,Luzzone,19,,,,,0.454980843,0,,,,,0,RoR,CH,can16,5600,21200,211,Bacino di Carassino,Lago di Luzzone,8
Dam_Olivone,601200,Olivone,96,,,,,1.333333333,0,,,,,0,Dam,CH,can16,140300,69800,211,Lago di Luzzone,Bacino di Val Malvaglia,8
Dam_Biasca,601300,Biasca,324,,,,,1.636363636,0,,,,,0,Dam,CH,can16,313000,375000,211,Bacino di Val Malvaglia,NULL,8
Dam_Spina (Isola),601400,Spina (Isola),20,,,,,0.808648367,0,,,,,0,Dam,CH,can8,15400,47400,236,Lago d'Isola,Bacino di compenso Pian San Giacomo (Corina),10
RoR_Spina (Valbella),601500,Spina (Valbella),4,,,,,0.808648789,0,,,,,0,RoR,CH,can8,1700,8200,236,Lago d'Isola,Bacino di compenso Pian San Giacomo (Corina),10
RoR_Soazza,601600,Soazza,80,,,,,1.587301587,0,,,,,0,RoR,CH,can8,54100,191000,236,Bacino di compenso Pian San Giacomo (Corina),NULL,10
RoR_Lostallo,601700,Lostallo,24.2,,,,,1.680555556,0,,,,,0,RoR,CH,can8,19400,52300,232.1,Ausgleichsbecken Rivascia,NULL,11
RoR_Grono,601900,Grono,36.25,,,,,1.525673401,0,,,,,0,RoR,CH,can16,27440,66520,232.2,Lago di Roggiasca,NULL,12
RoR_Sassello,602000,Sassello,20,,,,,0.925925926,0,,,,,0,RoR,CH,can16,29600,59800,237,Lago de Buseno,NULL,13
RoR_Morobbia,602100,Morobbia,15,,,,,0.833333333,0,,,,,0,RoR,CH,can16,14700,27700,238,Lago Carmena,NULL,14
Dam_Gordola,602200,Gordola,105,,,,,0.584453996,0,,,,,0,Dam,CH,can16,100000,115000,171,Lago di Vogorno,NULL,15
RoR_Tenero -Centrale die dotazione,602300,Tenero -Centrale die dotazione,4.4,,,,,0.584453451,0,,,,,0,RoR,CH,can16,5000,7000,171,Lago di Vogorno,NULL,15
Pump_Peccia (Sambuco),602400,Peccia (Sambuco),44,,,,,0.826414437,24,,,,,1.101885916,Pump,CH,can16,60500,24900,242,Lago del Sambuco,Ausgleichsbecken Peccia,16
RoR_Peccia (Corgello),602450,Peccia (Corgello),0.96,,,,,0.82642024,0,,,,,0,RoR,CH,can16,600,1400,242,Lago del Sambuco,Ausgleichsbecken Peccia,16
Pump_Robiei,602500,Robiei,165,,,,,0.93537415,162,,,,,1.247165533,Pump,CH,can16,26700,3700,242,Lago die Cavagnoli,Lago di Robièi (Robiei),16
Dam_Bavona,602600,Bavona,124,,,,,1.913580247,0,,,,,0,Dam,CH,can16,177200,147100,242,Lago di Robièi (Robiei),Virtual_wn_211,16
Dam_Cavergno,602700,Cavergno,104,,,,,1.111111111,0,,,,,0,Dam,CH,can16,200800,196900,242,Virtual_wn_211,Lago di Palagnedra,16
Dam_Verbano I,602800,Verbano I,96,,,,,0.588772555,0,,,,,0,Dam,CH,can16,148700,197600,242,Lago di Palagnedra,NULL,16
Dam_Verbano II,602900,Verbano II,50,,,,,0.588773447,0,,,,,0,Dam,CH,can16,68000,92400,242,Lago di Palagnedra,NULL,16
RoR_Giumaglio,603000,Giumaglio,8.7,,,,,0.863095238,0,,,,,0,RoR,CH,can16,9000,16300,191.3,Lago Coglio (=Lago Vasasca),NULL,101
RoR_Ponte Brolla,603100,Ponte Brolla,3,,,,,0.083333333,0,,,,,0,RoR,CH,can16,5400,8000,191.2,AGB Ponte Brolla,NULL,126
RoR_Stampa,603200,Stampa,3.6,,,,,0.5,0,,,,,0,RoR,CH,can16,8000,7000,239,Virtual_wn_204,NULL,318
RoR_Valmara,603300,Valmara,0.95,,,,,0.586419753,0,,,,,0,RoR,CH,can16,2470,3180,251,Virtual_wn_205,NULL,319
RoR_Gabi,603400,Gabi,11,,,,,0.636574074,0,,,,,0,RoR,CH,can17,9000,33000,165.1,Bassin d'Eggen,Sera/Serra Stausee,45
RoR_Gondo,603500,Gondo,42,,,,,1.060606061,0,,,,,0,RoR,CH,can17,48300,140200,165.1,Sera/Serra Stausee,NULL,45
RoR_Tannuwald,603600,Tannuwald,5,,,,,0.694444444,0,,,,,0,RoR,CH,can17,3800,12700,165.2,Bassin de Fah,NULL,44
Pump_Palue,700100,Palue,10.5,,,,,0.64815517,3,,,,,0.864206894,Pump,CH,can8,11000,3000,212.1,Laghi Bernina (Lago Bianco+Lago della Scala),Lagh da Palü (Lago di Palü),30
Pump_Bernina (Centrale di pomp.),700200,Bernina (Centrale di pomp.),0,,,,,0.648156562,0.52,,,,,0.864208749,Pump,CH,can8,0,0,212.1,Laghi Bernina (Lago Bianco+Lago della Scala),Lagh da Palü (Lago di Palü),30
Dam_Cavaglia,700300,Cavaglia,7,,,,,0.462962963,0,,,,,0,Dam,CH,can8,9000,14000,212.1,Lagh da Palü (Lago di Palü),Virtual_wn_206,30
Dam_Robbia,700400,Robbia,27,,,,,1.25,0,,,,,0,Dam,CH,can8,36000,64000,212.1,Virtual_wn_206,NULL,30
Dam_Campocologno I,700500,Campocologno I,50,,,,,1.038097855,0,,,,,0,Dam,CH,can8,68000,127000,212.2,Lago di Poschiavo,NULL,31
Dam_Campocologno II,700600,Campocologno II,1.5,,,,,1.038103285,0,,,,,0,Dam,CH,can8,1900,4100,212.2,Lago di Poschiavo,NULL,31
RoR_Lizun,700700,Lizun,6.6,,,,,0.833333333,0,,,,,0,RoR,CH,can8,1400,16100,134.1,Virtual_wn_11,Ausgleichsbecken Löbbia,1
Dam_Loebbia (Albigna),700800,Loebbia (Albigna),86,,,,,1.782752902,0,,,,,0,Dam,CH,can8,87400,21200,134.1,Lägh da l'Albigna,Ausgleichsbecken Löbbia,1
RoR_Plancanin,700850,Plancanin,0.5,,,,,0.138888889,0,,,,,0,RoR,CH,can8,20,500,134.1,Lägh da Plan Canin (Plancanin),Lägh da l'Albigna,1
RoR_Bondo,701300,Bondo,6.9,,,,,0.66091954,0,,,,,0,RoR,CH,can8,1500,16100,134.2,Virtual_wn_207,NULL,322
Dam_Castasegna,701400,Castasegna,100,,,,,1.736111111,0,,,,,0,Dam,CH,can8,98700,159100,134.1,Ausgleichsbecken Löbbia,NULL,1
RoR_Islas,800200,Islas,4.2,,,,,0.112179487,0,,,,,0,RoR,CH,can8,3000,13000,91,St. Moritzersee (Lej da S. Murezzan),NULL,107
RoR_Madulain,800400,Madulain,1.51,,,,,0.838888889,0,,,,,0,RoR,CH,can8,1300,5100,7.2,Virtual_wn_208,NULL,323
Pump_Ova Spin,800800,Ova Spin,46.5,,,,,0.391414141,52,,,,,0.521885522,Pump,CH,can8,67500,19900,92,Lago di Livigno,Ova Spin,29
Dam_Pradella,801000,Pradella,288,,,,,1.111111111,0,,,,,0,Dam,CH,can8,395000,625000,92,Ova Spin,AGB Pradella,29
Dam_Martina,801100,Martina,72,,,,,0.215053763,0,,,,,0,Dam,CH,can8,109000,189700,92,AGB Pradella,NULL,29
RoR_Muranzina,900100,Muranzina,1.8,,,,,0.833333333,0,,,,,0,RoR,CH,can8,3740,5960,157,Virtual_wn_209,Virtual_wn_210,324
RoR_Chasseras,900200,Chasseras,1.03,,,,,0.371572872,0,,,,,0,RoR,CH,can8,3700,4100,157,Virtual_wn_210,NULL,324
Pump_Limmern,400050,Limmern,0,1000,,,,0.694444444,0,1000,,,,0.868055556,Pump,CH,can7,3200,700,207,Muttsee,Limmerensee (Stausee Limmernboden),80
Pump_Nant de Drance,506850,Nant de Drance,0,900,,,,0.694444444,0,900,,,,0.868055556,Pump,CH,can17,3300,5700,249,Lac du Vieux Emosson,Lac d'Emosson,35
Pump_Tierfehd (Umwälzwerk),400250,Tierfehd (Umwälzwerk),140,,,,,2.425142525,140,,,,,3.233523366,Pump,CH,can7,0,0,207,Limmerensee (Stausee Limmernboden),Ausgleichsbecken Tierfehd,80
RoR_Albbruck-Wehrkraftwerk,108950,Albbruck-Wehrkraftwerk,28.4,,,,,0.022504971,0,,,,,0,RoR,CH,can1,55000,67000,39,Virtual_wn_55,NULL,161
RoR_Hagneck 2 (M 1 u. M 2),205150,Hagneck 2 (M 1 u. M 2),22.6,,,,,0.022592205,0,,,,,0,RoR,CH,can5,44000,55000,274.2,Virtual_wn_95,NULL,202
_Pump_AT_EAST,,_AT_EAST,133.269642,45.32331837,22.21910576,0,0,1,133.269642,45.32331837,22.21910576,0,0,1.333333333,Pump,AT,,,,,_AT_EAST_Pump_WN_UPPER,_AT_EAST_Pump_WN_LOWER,
_Pump_AT_WEST,,_AT_WEST,3885.373643,1321.366396,647.7808942,0,0,1,3885.373643,1321.366396,647.7808942,0,0,1.333333333,Pump,AT,,,,,_AT_WEST_Pump_WN_UPPER,_AT_WEST_Pump_WN_LOWER,
_Dam_AT_EAST,,_AT_EAST,1537.472863,589.9645035,-26.3322884,0,0,1,,,,,,0,Dam,AT,,,,,_AT_EAST_Dam_WN_UPPER,_AT_EAST_Dam_WN_LOWER,
_Dam_AT_WEST,,_AT_WEST,1965.768875,754.3117581,-33.6677116,0,0,1,,,,,,0,Dam,AT,,,,,_AT_WEST_Dam_WN_UPPER,_AT_WEST_Dam_WN_LOWER,
_Pump_ES,,_ES,4435.021012,2744.978988,1100,0,0,1,4435.021012,2744.978988,1100,0,0,1.333333333,Pump,ES,,,,,_ES_Pump_WN_UPPER,_ES_Pump_WN_LOWER,
_Dam_ES,,_ES,15015.39078,-4095.390779,0,0,0,1,,,,,,0,Dam,ES,,,,,_ES_Dam_WN_UPPER,_ES_Dam_WN_LOWER,
_Pump_FR_NORTH,,_FR_NORTH,809.2238352,-125.5803445,0,0,0,1,809.2238352,-125.5803445,0,0,0,1.333333333,Pump,FR,,,,,_FR_NORTH_Pump_WN_UPPER,_FR_NORTH_Pump_WN_LOWER,
_Pump_FR_EAST,,_FR_EAST,3241.857327,-503.0914096,0,0,0,1,3241.857327,-503.0914096,0,0,0,1.333333333,Pump,FR,,,,,_FR_EAST_Pump_WN_UPPER,_FR_EAST_Pump_WN_LOWER,
_Pump_FR_SW,,_FR_SW,910.7644698,-141.3380463,0,0,0,1,910.7644698,-141.3380463,0,0,0,1.333333333,Pump,FR,,,,,_FR_SW_Pump_WN_UPPER,_FR_SW_Pump_WN_LOWER,
_Pump_FR_WEST,,_FR_WEST,0,0,0,0,0,1,0,0,0,0,0,1.333333333,Pump,FR,,,,,_FR_WEST_Pump_WN_UPPER,_FR_WEST_Pump_WN_LOWER,
_Pump_FR_NE,,_FR_NE,9.663867287,-1.499698514,0,0,0,1,9.663867287,-1.499698514,0,0,0,1.333333333,Pump,FR,,,,,_FR_NE_Pump_WN_UPPER,_FR_NE_Pump_WN_LOWER,
_Pump_FR_SE,,_FR_SE,0,0,0,0,0,1,0,0,0,0,0,1.333333333,Pump,FR,,,,,_FR_SE_Pump_WN_UPPER,_FR_SE_Pump_WN_LOWER,
_Dam_FR_NORTH,,_FR_NORTH,312.6799798,-25.28887665,32.25270953,0,0,1,,,,,,0,Dam,FR,,,,,_FR_NORTH_Dam_WN_UPPER,_FR_NORTH_Dam_WN_LOWER,
_Dam_FR_EAST,,_FR_EAST,3428.12623,-277.2593929,353.6086948,0,0,1,,,,,,0,Dam,FR,,,,,_FR_EAST_Dam_WN_UPPER,_FR_EAST_Dam_WN_LOWER,
_Dam_FR_SW,,_FR_SW,2751.250784,-222.5151791,283.7894913,0,0,1,,,,,,0,Dam,FR,,,,,_FR_SW_Dam_WN_UPPER,_FR_SW_Dam_WN_LOWER,
_Dam_FR_WEST,,_FR_WEST,28.03832517,-2.267678753,2.892132582,0,0,1,,,,,,0,Dam,FR,,,,,_FR_WEST_Dam_WN_UPPER,_FR_WEST_Dam_WN_LOWER,
_Dam_FR_NE,,_FR_NE,0,0,0,0,0,1,,,,,,0,Dam,FR,,,,,_FR_NE_Dam_WN_UPPER,_FR_NE_Dam_WN_LOWER,
_Dam_FR_SE,,_FR_SE,1721.355712,-139.2195059,177.5565734,0,0,1,,,,,,0,Dam,FR,,,,,_FR_SE_Dam_WN_UPPER,_FR_SE_Dam_WN_LOWER,
_Dam_IT_CNTR,,_IT_CNTR,1901.40523,0,0,0,-22.49323014,1,,,,,,0,Dam,IT,,,,,_IT_CNTR_Dam_WN_UPPER,_IT_CNTR_Dam_WN_LOWER,
_Dam_IT_NORTH,,_IT_NORTH,6203.221226,0,0,0,-73.38282257,1,,,,,,0,Dam,IT,,,,,_IT_NORTH_Dam_WN_UPPER,_IT_NORTH_Dam_WN_LOWER,
_Dam_IT_NW,,_IT_NW,2614.098846,0,0,0,-30.92424803,1,,,,,,0,Dam,IT,,,,,_IT_NW_Dam_WN_UPPER,_IT_NW_Dam_WN_LOWER,
_Dam_IT_NE,,_IT_NE,3114.784445,0,0,0,-36.84725498,1,,,,,,0,Dam,IT,,,,,_IT_NE_Dam_WN_UPPER,_IT_NE_Dam_WN_LOWER,
_Dam_IT_SOUTH,,_IT_SOUTH,2819.359941,0,0,0,-33.35244428,1,,,,,,0,Dam,IT,,,,,_IT_SOUTH_Dam_WN_UPPER,_IT_SOUTH_Dam_WN_LOWER,
_Pump_IT_CNTR,,_IT_CNTR,992.5350957,-339.4321698,0,0,0,1,992.5350957,-339.4321698,0,0,0,1.333333333,Pump,IT,,,,,_IT_CNTR_Pump_WN_UPPER,_IT_CNTR_Pump_WN_LOWER,
_Pump_IT_NORTH,,_IT_NORTH,3238.086587,-1107.377221,0,0,0,1,3238.086587,-1107.377221,0,0,0,1.333333333,Pump,IT,,,,,_IT_NORTH_Pump_WN_UPPER,_IT_NORTH_Pump_WN_LOWER,
_Pump_IT_NW,,_IT_NW,1364.56175,-466.6597257,0,0,0,1,1364.56175,-466.6597257,0,0,0,1.333333333,Pump,IT,,,,,_IT_NW_Pump_WN_UPPER,_IT_NW_Pump_WN_LOWER,
_Pump_IT_NE,,_IT_NE,1625.920045,-556.0403567,0,0,0,1,1625.920045,-556.0403567,0,0,0,1.333333333,Pump,IT,,,,,_IT_NE_Pump_WN_UPPER,_IT_NE_Pump_WN_LOWER,
_Pump_IT_SOUTH,,_IT_SOUTH,1471.70821,-503.3022139,0,0,0,1,1471.70821,-503.3022139,0,0,0,1.333333333,Pump,IT,,,,,_IT_SOUTH_Pump_WN_UPPER,_IT_SOUTH_Pump_WN_LOWER,
_Pump_NO,,_NO,0,1114.708,0,0,0,1,0,1114.708,0,0,0,1.333333333,Pump,NO,,,,,_NO_Pump_WN_UPPER,_NO_Pump_WN_LOWER,
_Dam_NO,,_NO,30145.63272,2966.55928,1590,0,0,1,,,,,,0,Dam,NO,,,,,_NO_Dam_WN_UPPER,_NO_Dam_WN_LOWER,
_Pump_PT,,_PT,2660.529242,904.3707577,555,0,0,1,2660.529242,904.3707577,555,0,0,1.333333333,Pump,PT,,,,,_PT_Pump_WN_UPPER,_PT_Pump_WN_LOWER,
_Dam_PT,,_PT,1575.420071,2532.879929,238,0,0,1,,,,,,0,Dam,PT,,,,,_PT_Dam_WN_UPPER,_PT_Dam_WN_LOWER,
_Pump_SE,,_SE,0,0,0,0,0,1,0,0,0,0,0,1.333333333,Pump,SE,,,,,_SE_Pump_WN_UPPER,_SE_Pump_WN_LOWER,
_Dam_SE,,_SE,16301,-117,0,0,0,1,,,,,,0,Dam,SE,,,,,_SE_Dam_WN_UPPER,_SE_Dam_WN_LOWER,
